0.205858,0,0,0.0205858,0.1,19.9682
0.233317,0,0.547726,0.0233317,-0.674379,23.1317
0.237047,0.0020434,0.633644,0.0208158,-0.795866,17.0998
0.239607,0.00366515,0.677126,0.0187788,-0.857223,14.5995
0.242178,0.00540597,0.714365,0.016575,-0.909735,12.2247
0.244281,0.0069085,0.73983,0.0146615,-0.94562,10.166
0.246128,0.00827533,0.758391,0.0129145,-0.971753,8.34316
0.247861,0.00958917,0.772636,0.011231,-0.991789,6.62637
0.250071,0.0112972,0.787018,0.00903859,-1.01198,4.45646
0.252067,0.0128677,0.79567,0.00701918,-1.02409,2.44952
0.254029,0.0144286,0.80024,0.00501012,-1.03043,0.490482
0.256112,0.0160958,0.801014,0.00286333,-1.03139,-1.57174
0.258667,0.018142,0.7967,0.00022865,-1.02512,-4.07048
0.26046,0.0195707,0.789196,-0.0016097,-1.01439,-5.78121
0.262783,0.0214038,0.775509,-0.00396584,-0.994895,-7.96104
0.265079,0.0231845,0.756983,-0.00625031,-0.968557,-10.0315
0.267452,0.0249811,0.732931,-0.00854909,-0.934406,-12.0832
0.269735,0.0266543,0.705127,-0.0106821,-0.89496,-13.9409
0.272431,0.0285553,0.667298,-0.013095,-0.841325,-16.0382
0.274621,0.0300169,0.631988,-0.0149377,-0.791289,-17.5288
0.276819,0.0314061,0.593291,-0.016677,-0.736474,-18.9382
0.279239,0.0328418,0.547295,-0.0184593,-0.67134,-20.3653
0.28342,0.0351298,0.461907,-0.0212658,-0.550459,-22.7118
0.285915,0.0362823,0.405127,-0.0226393,-0.470108,-23.4392
0.287895,0.0370844,0.358654,-0.02357,-0.404362,-23.9389
0.290132,0.0378869,0.305027,-0.0244748,-0.328513,-24.4823
0.29206,0.0384748,0.257807,-0.025108,-0.261737,-24.721
0.29447,0.0390963,0.198186,-0.0257389,-0.177439,-24.9994
0.296062,0.0394117,0.158392,-0.0260214,-0.121184,-24.8663
0.297672,0.0396667,0.11837,-0.0262164,-0.0646151,-24.7825
0.299531,0.0398867,0.0723188,-0.0263366,0.000466771,-24.6256
0.301047,0.0399964,0.0350174,-0.0263359,0.0531766,-24.3146
0.303183,0.0400712,-0.0168803,-0.0262223,0.126502,-23.9536
0.305185,0.0400374,-0.0647806,-0.025969,0.194172,-23.363
0.306672,0.0399411,-0.0994536,-0.0256804,0.243147,-22.7668
0.30838,0.0397712,-0.138276,-0.025265,0.297975,-22.1379
0.310407,0.0394909,-0.183051,-0.0246611,0.3612,-21.302
0.31232,0.0391407,-0.223707,-0.02397,0.418602,-20.3439
0.314212,0.0387174,-0.262097,-0.0231779,0.472794,-19.3175
0.315985,0.0382526,-0.296245,-0.0223395,0.520988,-18.2626
0.317741,0.0377326,-0.32819,-0.021425,0.566062,-17.1638
0.320155,0.0369402,-0.369465,-0.0200583,0.624289,-15.6493
0.32232,0.0361406,-0.40318,-0.018707,0.671834,-14.088
0.323804,0.035542,-0.423981,-0.0177097,0.701155,-12.9143
0.326204,0.0345246,-0.454786,-0.0160271,0.74456,-11.1743
0.327945,0.0337329,-0.474098,-0.0147309,0.771755,-9.73615
0.329671,0.0329145,-0.490763,-0.0133988,0.795202,-8.34029
0.331246,0.0321413,-0.503773,-0.0121459,0.813491,-7.03758
0.33267,0.0314244,-0.513669,-0.0109882,0.827386,-5.8499
0.334734,0.0303639,-0.525574,-0.00928009,0.844073,-4.15931
0.336716,0.0293221,-0.533652,-0.00760697,0.855355,-2.48896
0.338709,0.028259,-0.538445,-0.00590293,0.861989,-0.814755
0.340988,0.0270316,-0.540114,-0.00393802,0.864185,1.08563
0.343139,0.0258698,-0.537605,-0.00207916,0.860482,2.86419
0.345535,0.0245816,-0.530553,-1.72723e-05,0.850339,4.80806
0.346906,0.0238543,-0.523859,0.00114829,0.840775,5.86894
0.348161,0.023197,-0.516402,0.00220338,0.830142,6.82751
0.349484,0.0225134,-0.507269,0.00330223,0.817136,7.82272
0.352682,0.0208912,-0.482031,0.00591535,0.78123,10.2474
0.354345,0.0200899,-0.464892,0.00721399,0.756883,11.3136
0.356637,0.019024,-0.438815,0.00894937,0.719864,12.8501
0.358844,0.0180558,-0.410342,0.0105378,0.679466,14.1871
0.360364,0.017432,-0.388701,0.0115707,0.648777,14.9797
0.362262,0.0166945,-0.360196,0.0128016,0.608366,16.0068
0.364076,0.0160408,-0.331075,0.0139057,0.567093,16.8675
0.365371,0.0156122,-0.309194,0.0146399,0.536091,17.3721
0.367441,0.0149721,-0.273171,0.0157496,0.485059,18.2831
0.370897,0.0140279,-0.209896,0.0174262,0.395441,19.6403
0.373079,0.0135701,-0.167028,0.0182888,0.334742,20.0405
0.375276,0.0132031,-0.122985,0.0190242,0.272397,20.4565
0.377008,0.0129901,-0.0875573,0.019496,0.222257,20.6136
0.378771,0.0128357,-0.0512243,0.0198879,0.170844,20.7526
0.380635,0.0127402,-0.0125739,0.0202063,0.11616,20.816
0.38239,0.0127182,0.0239377,0.0204102,0.0645082,20.7552
0.384134,0.0127599,0.0600758,0.0205227,0.0133915,20.6219
0.386379,0.0128948,0.106308,0.0205527,-0.0519944,20.414
0.388579,0.0131287,0.151143,0.0204383,-0.115397,20.0016
0.390645,0.0134409,0.192382,0.0201999,-0.173707,19.4806
0.392324,0.0137639,0.225008,0.0199083,-0.21983,18.9324
0.393915,0.0141219,0.255046,0.0195585,-0.262289,18.3863
0.395504,0.0145272,0.284176,0.0191417,-0.30346,17.7938
0.397877,0.0152015,0.326255,0.0184216,-0.362926,16.9214
0.400068,0.0159164,0.363187,0.0176265,-0.415111,15.891
0.402281,0.0167202,0.398205,0.0167077,-0.464583,14.7778
0.40461,0.0176477,0.432455,0.0156256,-0.512958,13.5226
