0.0333333,0.254114
0.0666667,0.285293
0.1,0.017474
0.133333,0.101422
0.166667,-0.025208
0.2,0.278507
0.233333,0.150155
0.266667,0.229492
0.3,0.402681
0.333333,0.419594
0.366667,0.723996
0.4,0.628642
0.433333,1.13876
0.466667,1.01444
0.5,1.3297
0.533333,2.04172
0.566667,2.43036
0.6,3.08631
0.633333,2.93168
0.666667,3.65548
0.7,4.42953
0.733333,4.65723
0.766667,4.55934
0.8,4.88523
0.833333,5.40769
0.866667,5.69236
0.9,5.3099
0.933333,5.71024
0.966667,6.25228
1,5.97061
1.03333,6.24818
1.06667,5.75439
1.1,5.99663
1.13333,6.22781
1.16667,6.01643
1.2,6.43858
1.23333,6.38511
1.26667,6.06536
1.3,6.16085
1.33333,6.00557
1.36667,5.82655
1.4,6.02869
1.43333,6.05837
1.46667,6.06899
1.5,5.8456
1.53333,5.8258
1.56667,5.95484
1.6,5.46217
1.63333,5.40726
1.66667,5.73917
1.7,4.90432
1.73333,4.32786
1.76667,4.27347
1.8,3.78485
1.83333,3.59655
1.86667,3.08362
1.9,2.0632
1.93333,1.91511
1.96667,1.87802
2,1.26392
2.03333,1.05146
2.06667,1.0165
2.1,0.969329
2.13333,0.514381
2.16667,0.028236
2.2,0.277738
2.23333,0.427598
2.26667,0.416146
2.3,0.343135
2.33333,0.518555
2.36667,0.042892
2.4,-0.287201
2.43333,0.141954
2.46667,0.155251
2.5,0.256178
2.53333,-0.0887376
2.56667,0.0345609
2.6,0.189838
2.63333,-0.212641
2.66667,0.180635
2.7,-0.0763099
2.73333,0.122213
2.76667,0.298008
2.8,0.431572
2.83333,0.552594
2.86667,0.548742
2.9,0.50799
2.93333,1.22929
2.96667,1.38933
3,1.93317
3.03333,2.50611
3.06667,2.81087
3.1,3.25798
3.13333,3.5983
3.16667,4.09963
3.2,3.95805
3.23333,4.80486
3.26667,5.19932
3.3,5.16484
3.33333,5.72609
3.36667,5.94962
3.4,5.54545
3.43333,6.23115
3.46667,6.16014
3.5,6.26306
3.53333,6.32192
3.56667,6.06689
3.6,6.30084
3.63333,6.6557
3.66667,6.36306
3.7,6.30457
3.73333,6.32403
3.76667,6.48502
3.8,6.17393
3.83333,6.31649
3.86667,6.14943
3.9,5.89334
3.93333,6.13721
3.96667,5.63366
4,5.92563
4.03333,5.96052
4.06667,5.6066
4.1,5.54449
4.13333,5.04115
4.16667,4.77876
4.2,4.90353
4.23333,4.21147
4.26667,4.34544
4.3,4.07992
4.33333,2.61445
4.36667,2.68228
4.4,2.15375
4.43333,2.13582
4.46667,1.83701
4.5,1.40257
4.53333,1.04315
4.56667,1.08497
4.6,0.633347
4.63333,0.519657
4.66667,0.358625
4.7,0.233031
4.73333,0.134656
4.76667,0.251221
4.8,0.700262
4.83333,0.161213
4.86667,-0.170347
4.9,0.103179
4.93333,-0.000700799
4.96667,-0.0451536
5,-0.478202
5.03333,-0.0864427
5.06667,-0.0995743
5.1,-0.0205325
5.13333,0.378987
5.16667,-0.0100632
5.2,0.455516
5.23333,0.438362
5.26667,0.67633
5.3,0.282318
5.33333,0.987409
5.36667,0.971266
5.4,1.12329
5.43333,1.08164
5.46667,1.65585
5.5,1.97602
5.53333,2.62659
5.56667,3.24315
5.6,3.63959
5.63333,4.3142
5.66667,4.79547
5.7,4.93639
5.73333,4.53413
5.76667,5.04586
5.8,5.23163
5.83333,5.64461
5.86667,5.61351
5.9,5.84233
5.93333,6.21777
5.96667,6.01135
6,6.59797
6.03333,6.07666
6.06667,6.66966
6.1,6.13109
6.13333,6.13734
6.16667,6.30712
6.2,6.11844
6.23333,6.05789
6.26667,5.84913
6.3,6.02379
6.33333,6.19305
6.36667,5.81762
6.4,5.79011
6.43333,5.93908
6.46667,5.72342
6.5,5.73514
6.53333,5.71924
6.56667,5.69411
6.6,5.90537
6.63333,4.92354
6.66667,5.05957
6.7,4.60808
6.73333,4.3681
6.76667,3.51988
6.8,3.42834
6.83333,2.65535
6.86667,2.54644
6.9,1.946
6.93333,2.04164
6.96667,1.72857
7,1.13016
7.03333,0.676138
7.06667,0.576031
7.1,0.420497
7.13333,0.259568
7.16667,0.576408
7.2,0.100168
7.23333,0.357692
7.26667,0.412385
7.3,-0.00515835
7.33333,0.179166
7.36667,0.243841
7.4,-0.221075
7.43333,0.0224408
7.46667,-0.0651412
7.5,-0.246113
7.53333,0.169141
7.56667,-0.221689
7.6,0.285785
7.63333,0.482324
7.66667,0.17404
7.7,0.255521
7.73333,0.500922
7.76667,0.56458
7.8,0.347822
7.83333,1.11227
7.86667,0.94252
7.9,1.32467
7.93333,1.53605
7.96667,2.00378
8,2.60005
8.03333,2.75368
8.06667,3.46356
8.1,3.82185
8.13333,4.18374
8.16667,4.55058
8.2,4.705
8.23333,5.03041
8.26667,5.56632
8.3,5.27022
8.33333,5.70647
8.36667,5.54892
8.4,6.44543
8.43333,6.45946
8.46667,6.34484
8.5,6.08364
8.53333,6.12506
8.56667,5.84193
8.6,6.10631
8.63333,6.16414
8.66667,6.14087
8.7,6.10573
8.73333,6.10985
8.76667,6.28512
8.8,5.86995
8.83333,6.35268
8.86667,5.79384
8.9,6.17592
8.93333,6.01043
8.96667,6.07099
9,5.50793
9.03333,5.44179
9.06667,5.62733
9.1,5.67781
9.13333,4.68683
9.16667,4.95444
9.2,4.44223
9.23333,3.72122
9.26667,3.23538
9.3,3.18584
9.33333,2.84817
9.36667,2.34231
9.4,1.66899
9.43333,1.30821
9.46667,1.36126
9.5,1.22082
9.53333,1.14759
9.56667,0.630854
9.6,0.322079
9.63333,0.380233
9.66667,0.378551
9.7,0.363013
9.73333,0.107646
9.76667,0.247065
9.8,-0.25776
9.83333,0.0629749
9.86667,0.269433
9.9,-0.212413
9.93333,-0.2851
9.96667,0.189078
10,-0.0767682
